"Station_ID","Sample_Date","Sample_Year","Sample_Month","Sample_Time","Microcycstis","Genus","Species","Division","Tow_length_m","Net_radius_cm","Tow_vol_filtered_L","Total_sample_vol_mL","Aliquot_mL","Count_factor","Indiv_counted","Indiv_per_L","Biomass_factor","Species_biomass_ugDW.L","Comments"
"R-CRS",2021-07-26,"2021","July","12:20","none","Keratella","americana","Rotifera",14,6,158.33664,93,0.5,1.17471230916609,37,43.4643554391454,0.0047314690137,0.205650250960759,"Poor preservation. Organisms degraded."
"R-CRS",2021-07-26,"2021","July","12:20","none","Keratella","cochlearis","Rotifera",14,6,158.33664,93,0.5,1.17471230916609,11,12.921835400827,0.0021346578,0.0275836967286915,"Poor preservation. Organisms degraded."
"R-CRS",2021-07-26,"2021","July","12:20","none","Keratella","cochlearis var. tecta","Rotifera",14,6,158.33664,93,0.5,1.17471230916609,14,16.4459723283253,0.0009125662095,0.0150080386292017,"Poor preservation. Organisms degraded."
"R-CRS",2021-07-26,"2021","July","12:20","none","Ploesoma","spp.","Rotifera",14,6,158.33664,93,0.5,1.17471230916609,55,64.609177004135,0.0201134573442,1.29951392571654,"Poor preservation. Organisms degraded."
"R-CRS",2021-07-26,"2021","July","12:20","none","Polyarthra","vulgaris","Rotifera",14,6,158.33664,93,0.5,1.17471230916609,54,63.4344646949689,0.0234050996718,1.48468996881303,"Poor preservation. Organisms degraded."
"R-D",2021-07-26,"2021","July","11:35","low","Bosmina","longirostris","Cladocera",30,6,339.2928,120,2,0.17683841213253,85,15.031265031265,0.371270498016853,5.58066525398108,"na"
"R-D",2021-07-26,"2021","July","11:35","low","cyclopoid","copepodid","Copepoda",30,6,339.2928,120,2,0.17683841213253,25,4.42096030331324,2.1330409191384,9.43008922885367,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Mesocyclops","edax","Copepoda",30,6,339.2928,120,2,0.17683841213253,24,4.24412189118071,5.9827911928535,25.3916950719527,"na"
"R-D",2021-07-26,"2021","July","11:35","low","nauplii",NA,"Copepoda",30,6,339.2928,120,2,0.17683841213253,26,4.59779871544577,0.0827122612628782,0.380294328586077,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Keratella","americana","Rotifera",30,6,339.2928,120,2,0.17683841213253,31,5.48199077610842,0.00448118038665,0.0245657895456933,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Keratella","cochlearis","Rotifera",30,6,339.2928,120,2,0.17683841213253,5,0.884192060662649,0.0015561655362,0.00137594921218487,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Keratella","cochlearis var. tecta","Rotifera",30,6,339.2928,120,2,0.17683841213253,8,1.41470729706024,0.0007321876254,0.00103583117647059,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Ploesoma","truncatum","Rotifera",30,6,339.2928,120,2,0.17683841213253,1,0.17683841213253,0.0178959036663,0.00316468318802521,"na"
"R-D",2021-07-26,"2021","July","11:35","low","Polyarthra","vulgaris","Rotifera",30,6,339.2928,120,2,0.17683841213253,6,1.06103047279518,0.0298852092,0.0317091176470588,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Bosmina","longirostris","Cladocera",30,6,339.2928,82,0.7,0.345255947496844,110,37.9781542246528,0.349881206184784,13.2878424087933,"na"
"R-M",2021-07-26,"2021","July","11:00","low","cyclopoid","copepodid","Copepoda",30,6,339.2928,82,0.7,0.345255947496844,9,3.1073035274716,2.01715906679409,6.26792548372058,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Mesocyclops","edax","Copepoda",30,6,339.2928,82,0.7,0.345255947496844,13,4.48832731745897,8.48209251207146,38.0704075311445,"na"
"R-M",2021-07-26,"2021","July","11:00","low","nauplii",NA,"Copepoda",30,6,339.2928,82,0.7,0.345255947496844,41,14.1554938473706,0.0712885605575321,1.00912478036005,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Brachionus","angularis","Rotifera",30,6,339.2928,82,0.7,0.345255947496844,4,1.38102378998738,0.0170473771908,0.023542833457383,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Keratella","americana","Rotifera",30,6,339.2928,82,0.7,0.345255947496844,44,15.1912616898611,0.00391965865236,0.0595445603229292,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Keratella","cochlearis","Rotifera",30,6,339.2928,82,0.7,0.345255947496844,3,1.03576784249053,0.0015561655362,0.001611826219988,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Keratella","cochlearis var. tecta","Rotifera",30,6,339.2928,82,0.7,0.345255947496844,4,1.38102378998738,0.0010929447936,0.00150938276110444,"na"
"R-M",2021-07-26,"2021","July","11:00","low","Polyarthra","vulgaris","Rotifera",30,6,339.2928,82,0.7,0.345255947496844,35,12.0839581623895,0.0278604862767,0.336664950551471,"na"
"R-WH",2021-07-26,"2021","July","10:22","none","Bosmina","longirostris","Cladocera",19,6,214.88544,60,0.7,0.398883636389165,42,16.7531127283449,0.445257215493256,7.45944432426748,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","cyclopoid","copepodid","Copepoda",19,6,214.88544,60,0.7,0.398883636389165,47,18.7475309102908,1.28121658932512,24.0196476111499,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Mesocyclops","edax","Copepoda",19,6,214.88544,60,0.7,0.398883636389165,6,2.39330181833499,2.41300572428092,5.77505098757425,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","nauplii",NA,"Copepoda",19,6,214.88544,60,0.7,0.398883636389165,54,21.5397163650149,0.054352573017899,1.17073900651431,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Brachionus","angularis","Rotifera",19,6,214.88544,60,0.7,0.398883636389165,2,0.79776727277833,0.0128079468,0.0102177607885259,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Keratella","americana","Rotifera",19,6,214.88544,60,0.7,0.398883636389165,42,16.7531127283449,0.0035499359214,0.0594724766696152,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Keratella","cochlearis","Rotifera",19,6,214.88544,60,0.7,0.398883636389165,2,0.79776727277833,0.0015561655362,0.0012414579358059,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Keratella","cochlearis var. tecta","Rotifera",19,6,214.88544,60,0.7,0.398883636389165,3,1.19665090916749,0.0010929447936,0.00130787338093132,"Poor preservation. Organisms degraded."
"R-WH",2021-07-26,"2021","July","10:22","none","Polyarthra","vulgaris","Rotifera",19,6,214.88544,60,0.7,0.398883636389165,33,13.1631600008424,0.0278604862767,0.366732038561477,"Poor preservation. Organisms degraded."
"S-BC",2021-07-27,"2021","July","07:25","low","Bosmina","longirostris","Cladocera",6,6,67.85856,79,2,0.582093106602911,2,1.16418621320582,0.356609905288437,0.415160335229432,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","cyclopoid","copepodid","Copepoda",6,6,67.85856,79,2,0.582093106602911,31,18.0448863046902,0.522684034743388,9.43177398022119,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","nauplii",NA,"Copepoda",6,6,67.85856,79,2,0.582093106602911,74,43.0748898886154,0.0673294145651231,2.90020711865761,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Brachionus","angularis","Rotifera",6,6,67.85856,79,2,0.582093106602911,17,9.89558281224948,0.0225932181552,0.22357306125,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Brachionus","urceolaris","Rotifera",6,6,67.85856,79,2,0.582093106602911,1,0.582093106602911,0.1024635744,0.0596433403361345,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Keratella","americana","Rotifera",6,6,67.85856,79,2,0.582093106602911,84,48.8958209546445,0.0029052692658,0.142055525845588,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Keratella","cochlearis var. tecta","Rotifera",6,6,67.85856,79,2,0.582093106602911,1,0.582093106602911,0.0007321876254,0.000426201369485294,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Polyarthra","vulgaris","Rotifera",6,6,67.85856,79,2,0.582093106602911,4,2.32837242641164,0.0217863175068,0.0507266609558824,"na"
"S-BC",2021-07-27,"2021","July","07:25","low","Trichocerca","spp.","Rotifera",6,6,67.85856,79,2,0.582093106602911,7,4.07465174622037,0.0462324186324,0.1883810053125,"na"
"S-BR",2021-07-27,"2021","July","08:30","low","ostracod",NA,"Ostracoda",7,6,79.16832,114,2,0.719984963682443,1,0.719984963682443,0.0388716303737098,0.0279869893828928,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","cyclopoid","copepodid","Copepoda",7,6,79.16832,114,2,0.719984963682443,7,5.0398947457771,0.783048869055355,3.94648388083878,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","nauplii",NA,"Copepoda",7,6,79.16832,114,2,0.719984963682443,39,28.0794135836153,0.124859110583409,3.50597060575388,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","Brachionus","angularis","Rotifera",7,6,79.16832,114,2,0.719984963682443,1,0.719984963682443,0.0221321320704,0.015934802304922,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","Colurella","spp.","Rotifera",7,6,79.16832,114,2,0.719984963682443,1,0.719984963682443,0.0015561655362,0.00112041578706483,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","Keratella","americana","Rotifera",7,6,79.16832,114,2,0.719984963682443,181,130.317278426522,0.00275755094604,0.359356534410414,"Tow reads 6m on CoC."
"S-BR",2021-07-27,"2021","July","08:30","low","Trichocerca","spp.","Rotifera",7,6,79.16832,114,2,0.719984963682443,1,0.719984963682443,0.0380737565208,0.0274125322058824,"Tow reads 6m on CoC."
"S-MD",2021-07-27,"2021","July","08:00","moderate","ostracod",NA,"Ostracoda",23,6,260.12448,88,0.5,0.676599142072288,2,1.35319828414458,0.060089338255724,0.0813127894230287,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","cyclopoid","copepodid","Copepoda",23,6,260.12448,88,0.5,0.676599142072288,8,5.4127931365783,5.30700795600778,28.7257362400453,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Mesocyclops","edax","Copepoda",23,6,260.12448,88,0.5,0.676599142072288,6,4.05959485243373,1.22754081540676,4.98331837537757,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","nauplii",NA,"Copepoda",23,6,260.12448,88,0.5,0.676599142072288,1,0.676599142072288,0.0462671955581237,0.0313043448207173,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Brachionus","angularis","Rotifera",23,6,260.12448,88,0.5,0.676599142072288,1,0.676599142072288,0.0170473771908,0.011534240781878,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Keratella","americana","Rotifera",23,6,260.12448,88,0.5,0.676599142072288,200,135.319828414458,0.0025007516127,0.338401279137742,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Keratella","cochlearis var. tecta","Rotifera",23,6,260.12448,88,0.5,0.676599142072288,2,1.35319828414458,0.0007321876254,0.000990795038363172,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Keratella","tropica","Rotifera",23,6,260.12448,88,0.5,0.676599142072288,2,1.35319828414458,0.079249170825,0.10723984198027,"Poor preservation. Organisms degraded."
"S-MD",2021-07-27,"2021","July","08:00","moderate","Trichocerca","spp.","Rotifera",23,6,260.12448,88,0.5,0.676599142072288,4,2.70639656828915,0.0279725558112,0.0757048290537085,"Poor preservation. Organisms degraded."
"A-BHC",2022-01-11,"2022","January","18:10","low","Alona","spp.","Cladocera",21,6,237.50496,79,0.6,0.554374387240867,1,0.554374387240867,1.18033135661875,0.654345472566704,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","Acanthocyclops","vernalis","Copepoda",21,6,237.50496,79,0.6,0.554374387240867,7,3.88062071068607,14.4870743581734,56.218840791577,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","cyclopoid","copepodid","Copepoda",21,6,237.50496,79,0.6,0.554374387240867,85,47.1218229154737,0.960196091134374,45.246190170564,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","Mesocyclops","edax","Copepoda",21,6,237.50496,79,0.6,0.554374387240867,40,22.1749754896347,22.68193648985,502.971385719875,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","nauplii",NA,"Copepoda",21,6,237.50496,79,0.6,0.554374387240867,90,49.8936948516781,0.0867388304128582,4.3277207364106,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","Polyarthra","vulgaris","Rotifera",21,6,237.50496,79,0.6,0.554374387240867,4,2.21749754896347,0.0217863175068,0.0483111056722689,"na"
"A-BHC",2022-01-11,"2022","January","18:10","low","veliger","quagga","Bivalvia",21,6,237.50496,79,0.6,0.554374387240867,5,2.77187193620434,0.0132093582635005,0.0366146494658659,"na"
"A-D",2022-01-11,"2022","January","16:50","none","Daphnia","spp.","Cladocera",30,6,339.2928,81,0.4,0.596829640947288,13,7.75878533231474,1.82113530111323,14.1297978624379,"na"
"A-D",2022-01-11,"2022","January","16:50","none","cyclopoid","copepodid","Copepoda",30,6,339.2928,81,0.4,0.596829640947288,50,29.8414820473644,1.12992675292921,33.7186889123737,"na"
"A-D",2022-01-11,"2022","January","16:50","none","Diacyclops","thomasi","Copepoda",30,6,339.2928,81,0.4,0.596829640947288,2,1.19365928189458,1.41383046662808,1.68763185951595,"na"
"A-D",2022-01-11,"2022","January","16:50","none","nauplii",NA,"Copepoda",30,6,339.2928,81,0.4,0.596829640947288,76,45.3590527119939,0.138356595025232,6.27572408680149,"na"
"A-D",2022-01-11,"2022","January","16:50","none","veliger","quagga","Bivalvia",30,6,339.2928,81,0.4,0.596829640947288,59,35.21294881589,0.0159848329447062,0.562873104312493,"na"
"A-M",2022-01-11,"2022","January","17:30","none","Daphnia","galeata","Cladocera",10,6,113.0976,64,0.5,1.13176583764819,1,1.13176583764819,2.41266184747633,2.73056825677087,"na"
"A-M",2022-01-11,"2022","January","17:30","none","Daphnia","spp.","Cladocera",10,6,113.0976,64,0.5,1.13176583764819,1,1.13176583764819,2.41370987787031,2.7317543817676,"na"
"A-M",2022-01-11,"2022","January","17:30","none","Ilyocryptus","spp.","Cladocera",10,6,113.0976,64,0.5,1.13176583764819,1,1.13176583764819,0.137426572553114,0.155534700000695,"na"
"A-M",2022-01-11,"2022","January","17:30","none","cyclopoid","copepodid","Copepoda",10,6,113.0976,64,0.5,1.13176583764819,36,40.7435701553349,1.16253519359984,47.365834218481,"na"
"A-M",2022-01-11,"2022","January","17:30","none","Mesocyclops","edax","Copepoda",10,6,113.0976,64,0.5,1.13176583764819,1,1.13176583764819,2.41300572428092,2.73095744479067,"na"
"A-M",2022-01-11,"2022","January","17:30","none","nauplii",NA,"Copepoda",10,6,113.0976,64,0.5,1.13176583764819,98,110.913052089523,0.0838959331326236,9.30515400163779,"na"
"A-M",2022-01-11,"2022","January","17:30","none","Polyarthra","vulgaris","Rotifera",10,6,113.0976,64,0.5,1.13176583764819,19,21.5035509153156,0.0367139795022,0.789480927529412,"na"
"A-M",2022-01-11,"2022","January","17:30","none","veliger","quagga","Bivalvia",10,6,113.0976,64,0.5,1.13176583764819,66,74.6965452847806,0.03807548871278,2.84410746687432,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","cyclopoid","copepodid","Copepoda",10.5,6,118.75248,110,0.2,4.63148222251864,2,9.26296444503727,0.204207451406454,1.89156636178966,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","nauplii",NA,"Copepoda",10.5,6,118.75248,110,0.2,4.63148222251864,14,64.8407511152609,0.0562437211746232,3.64688512647987,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Ascomorpha","spp.","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,5,23.1574111125932,0.0170473771908,0.3947731219988,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Asplanchna","priodonta","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,10,46.3148222251864,2.8881140883903,133.762490569853,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Keratella","cochlearis","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,2,9.26296444503727,0.0046898431866,0.0434418506902761,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Keratella","tropica","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,2,9.26296444503727,0.0961791418368,0.890903971188476,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Polyarthra","vulgaris","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,34,157.470395565634,0.0572974173387,9.02264697321429,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Synchaeta","spp.","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,183,847.561246720911,0.0921328979769,78.0882738733119,"na"
"B-BC",2022-01-10,"2022","January","14:55","none","Trichocerca","spp.","Rotifera",10.5,6,118.75248,110,0.2,4.63148222251864,1,4.63148222251864,0.01526280327,0.0706894020108044,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Bosmina","longirostris","Cladocera",30,6,339.2928,48,0.4,0.35367682426506,38,13.4397193220723,0.794219127483611,10.6740821536009,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Ceriodaphnia","spp.","Cladocera",30,6,339.2928,48,0.4,0.35367682426506,2,0.707353648530119,2.22196534459049,1.57171529340356,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Daphnia","lumholtzi","Cladocera",30,6,339.2928,48,0.4,0.35367682426506,1,0.35367682426506,3.14446459575419,1.11212425224026,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Daphnia","retrocurva","Cladocera",30,6,339.2928,48,0.4,0.35367682426506,9,3.18309141838554,3.12593444246135,9.9501350982345,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Daphnia","spp.","Cladocera",30,6,339.2928,48,0.4,0.35367682426506,1,0.35367682426506,1.87859686449661,0.664416173109459,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Acanthocyclops","vernalis","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,1,0.35367682426506,1.7230814497651,0.609413975102956,"na"
"B-D",2022-01-10,"2022","January","17:00","low","calanoid","copepodid","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,2,0.707353648530119,1.32941470056806,0.94036633885639,"na"
"B-D",2022-01-10,"2022","January","17:00","low","cyclopoid","copepodid","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,56,19.8059021588433,1.51934069752309,30.0919132010911,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Diacyclops","thomasi","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,9,3.18309141838554,2.36992763954489,7.54369633163002,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Leptodiaptomus","siciloides","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,1,0.35367682426506,5.31492573980078,1.87976605685736,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Mesocyclops","edax","Copepoda",30,6,339.2928,48,0.4,0.35367682426506,8,2.82941459412048,2.41300572428092,6.82739361197667,"na"
"B-D",2022-01-10,"2022","January","17:00","low","nauplii",NA,"Copepoda",30,6,339.2928,48,0.4,0.35367682426506,74,26.1720849956144,0.0832026472275992,2.17758675510085,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Keratella","cochlearis","Rotifera",30,6,339.2928,48,0.4,0.35367682426506,14,4.95147553971083,0.0036886886784,0.0182644517647059,"na"
"B-D",2022-01-10,"2022","January","17:00","low","Polyarthra","vulgaris","Rotifera",30,6,339.2928,48,0.4,0.35367682426506,2,0.707353648530119,0.0298852092,0.0211394117647059,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Bosmina","longirostris","Cladocera",30,6,339.2928,72,0.6,0.35367682426506,94,33.2456214809156,0.908827789199486,30.2145446710635,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Ceriodaphnia","spp.","Cladocera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,2.22196534459049,0.785857646701782,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Daphnia","retrocurva","Cladocera",30,6,339.2928,72,0.6,0.35367682426506,11,3.89044506691566,17.7295349446309,68.975781764048,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Daphnia","spp.","Cladocera",30,6,339.2928,72,0.6,0.35367682426506,6,2.12206094559036,3.74518726995562,7.94751563949499,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Arctodiaptomus","dorsalis","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,3,1.06103047279518,13.3661216524597,14.1818623763472,"na"
"B-M",2022-01-10,"2022","January","18:15","none","calanoid","copepodid","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,2,0.707353648530119,2.99744645000684,2.12025468268599,"na"
"B-M",2022-01-10,"2022","January","18:15","none","cyclopoid","copepodid","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,59,20.8669326316385,1.5595545670345,32.543120085673,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Diacyclops","thomasi","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,9,3.18309141838554,1.90704142981788,6.07028720975897,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Leptodiaptomus","siciloides","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,2,0.707353648530119,2.39401568230863,1.69341572751933,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Mesocyclops","edax","Copepoda",30,6,339.2928,72,0.6,0.35367682426506,16,5.65882918824095,32.6811444535082,184.937014138631,"na"
"B-M",2022-01-10,"2022","January","18:15","none","nauplii",NA,"Copepoda",30,6,339.2928,72,0.6,0.35367682426506,36,12.7323656735421,0.121824503421298,1.55111412555765,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Collotheca","spp.","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,0.012295628928,0.00434867899159664,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Keratella","americana","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,0.0124493242896,0.0044030374789916,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Keratella","cochlearis","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,5,1.7683841213253,0.0046898431866,0.00829344422268908,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Keratella","cochlearis var. tecta","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,0.0015561655362,0.00055037968487395,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Keratella","tropica","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,0.0961791418368,0.0340163334453782,"na"
"B-M",2022-01-10,"2022","January","18:15","none","Lophocharis","spp.","Rotifera",30,6,339.2928,72,0.6,0.35367682426506,1,0.35367682426506,0.018443443392,0.00652301848739496,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Bosmina","longirostris","Cladocera",6,6,67.85856,56,0.5,1.65049184657028,90,148.544266191325,0.594166466644496,88.2600217831991,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Daphnia","spp.","Cladocera",6,6,67.85856,56,0.5,1.65049184657028,2,3.30098369314056,0.556704400616603,1.83767214833499,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","calanoid","copepodid","Copepoda",6,6,67.85856,56,0.5,1.65049184657028,2,3.30098369314056,1.56769797521101,5.17494545194101,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","cyclopoid","copepodid","Copepoda",6,6,67.85856,56,0.5,1.65049184657028,25,41.262296164257,1.01931211231292,42.05915826207,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Tropocyclops","prasinus","Copepoda",6,6,67.85856,56,0.5,1.65049184657028,1,1.65049184657028,1.12339995709557,1.85416246962364,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","nauplii",NA,"Copepoda",6,6,67.85856,56,0.5,1.65049184657028,72,118.83541295306,0.106203041057528,12.6206822409422,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Ascomorpha","ovalis","Rotifera",6,6,67.85856,56,0.5,1.65049184657028,1,1.65049184657028,0.0170473771908,0.0281365570588235,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Keratella","cochlearis","Rotifera",6,6,67.85856,56,0.5,1.65049184657028,7,11.5534429259919,0.0036886886784,0.0426170541176471,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Keratella","cochlearis var. tecta","Rotifera",6,6,67.85856,56,0.5,1.65049184657028,1,1.65049184657028,0.0010929447936,0.00180389647058824,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Polyarthra","vulgaris","Rotifera",6,6,67.85856,56,0.5,1.65049184657028,11,18.1554103122731,0.0668233277712,1.21320493411765,"na"
"B-MBL",2022-01-10,"2022","January","10:45","none","Synchaeta","spp.","Rotifera",6,6,67.85856,56,0.5,1.65049184657028,7,11.5534429259919,0.010673289,0.123313235294118,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Alona","spp.","Cladocera",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,0.899864615169075,0.58347897549608,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Bosmina","longirostris","Cladocera",30,6,339.2928,88,0.4,0.648407511152609,149,96.6127191617388,1.15963378245405,112.035372954698,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Daphnia","galeata","Cladocera",30,6,339.2928,88,0.4,0.648407511152609,2,1.29681502230522,3.56328352368364,4.62091960224562,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Daphnia","retrocurva","Cladocera",30,6,339.2928,88,0.4,0.648407511152609,5,3.24203755576305,3.93205827484735,12.7478805985039,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Daphnia","spp.","Cladocera",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,2.30000593006976,1.49134112075277,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Acanthocyclops","vernalis","Copepoda",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,7.86221636245415,5.09792014372222,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","cyclopoid","copepodid","Copepoda",30,6,339.2928,88,0.4,0.648407511152609,11,7.1324826226787,3.51219800276401,25.0506912221211,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Mesocyclops","edax","Copepoda",30,6,339.2928,88,0.4,0.648407511152609,3,1.94522253345783,2.77804957729515,5.40392463681752,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","nauplii",NA,"Copepoda",30,6,339.2928,88,0.4,0.648407511152609,40,25.9363004461044,0.094676644667558,2.45556190132685,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Collotheca","spp.","Rotifera",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,0.02401490025,0.0155714417016807,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Polyarthra","vulgaris","Rotifera",30,6,339.2928,88,0.4,0.648407511152609,12,7.78089013383131,0.0457094274714,0.355660033235294,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","Synchaeta","spp.","Rotifera",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,0.007780827681,0.00504514711134454,"na"
"R-CRS",2022-01-11,"2022","January","10:05","none","veliger","quagga","Bivalvia",30,6,339.2928,88,0.4,0.648407511152609,1,0.648407511152609,0.00657051041060817,0.00426036830234475,"na"
