"Station_ID","Sample_Date","Sample_Year","Sample_Month","Sample_Time","Sample_Depth_m","Genus","Division","Tally","Density_cells.L","Total_BV_um3.L","NOTES"
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Stephanodiscus parvus","Bacillariophyta",16,855582.978723404,96764073.4845957,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Synedra tenera","Bacillariophyta",100,5347393.61702128,1125554326.99096,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Chlamydomonas sp.","Chlorophyta",3,160421.808510638,59133600.4628085,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Chlorella spp.","Chlorophyta",43,2299379.25531915,18811736.6529117,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Scenedesmus sp.","Chlorophyta",16,855582.978723404,40318363.9519149,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Staurastrum sp.","Chlorophyta",1,7263.80057803468,3803313.87632466,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Chrysococcus sp.","Chrysophyta",7,374317.553191489,24499005.8735594,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Anabaena sp.","Cyanobacteria",203,81200.8077190888,5314575.94837942,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Aphanizomenon sp.","Cyanobacteria",68,3636227.65957447,128514785.096729,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Chroococcus microscopicus","Cyanobacteria",142,7593298.93617021,2035629.39775001,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Cylindrospermopsis sp.","Cyanobacteria",464,24811906.3829787,389744184.868511,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","cf. Planktolyngbya sp.","Cyanobacteria",649,34704584.5744681,54513787.9266516,NA
"R-CRS",2021-07-26,"2021","July","12:20","0-5","Trachelomonas sp.","Euglenophyta",1,400.003978911768,636701.906722106,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Achnanthidium minutissimum","Bacillariophyta",26,855582.978723404,36958500.2892553,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Amphora sp.","Bacillariophyta",2,800.007957823535,640096.632928335,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Aulacoseira sp.","Bacillariophyta",8,3200.03183129414,1538137.76413393,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Fragilaria sp.","Bacillariophyta",16,526512.602291326,347358212.508805,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Nitzschia sp.","Bacillariophyta",1,7263.80057803468,1089570.0867052,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Synedra tenera","Bacillariophyta",153,5034776.7594108,996483872.134635,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Chlamydomonas sp.","Chlorophyta",6,197442.225859247,66163469.0492962,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Chlorella spp.","Chlorophyta",35,1151746.31751227,4824419.61817785,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Anabaena sp.","Cyanobacteria",17,123484.60982659,8082041.98718991,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Aphanizomenon sp.","Cyanobacteria",64,25600.2546503531,904786.920078782,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Chroococcus microscopicus","Cyanobacteria",146,4804427.49590835,1287982.19749297,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Cylindrospermopsis sp.","Cyanobacteria",90,2961633.38788871,46521189.1752864,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","cf. Planktolyngbya sp.","Cyanobacteria",293,9641762.0294599,15145231.5870655,NA
"R-D",2021-07-26,"2021","July","11:35","0-5","Peridinium sp.","Pyrrophyta",1,7263.80057803468,9584350.96833815,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Achnanthidium minutissimum","Bacillariophyta",29,2481190.63829787,85743720.6710723,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Cyclotella sp.","Bacillariophyta",2,171116.595744681,80636727.9038298,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Synedra sp.","Bacillariophyta",3,256674.893617021,261262998.408409,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Synedra tenera","Bacillariophyta",87,7443571.91489362,1566771623.17141,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Tryblionella sp.","Bacillariophyta",1,7263.80057803468,10132028.1665289,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Chlamydomonas spp.","Chlorophyta",9,770024.680851064,387056293.938383,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Chlorella spp.","Chlorophyta",32,2737865.53191489,11468334.6352113,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Tetraedron minimum","Chlorophyta",5,427791.489361702,25667489.3617021,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Chrysococcus sp.","Chrysophyta",1,85558.2978723404,5599772.77109929,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Anabaena sp.","Cyanobacteria",21,1796724.25531915,117595228.193085,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Aphanizomenon sp.","Cyanobacteria",104,8898062.9787234,314483238.824936,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Aphanocapsa sp.","Cyanobacteria",58,4962381.27659575,2598294.56579007,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Chroococcus microscopicus","Cyanobacteria",88,7529130.21276596,2018426.8957972,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Chroococcus sp.","Cyanobacteria",4,342233.191489362,4838203.67422979,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Cylindrospermopsis sp.","Cyanobacteria",1210,103525540.425532,1626174012.72723,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","cf. Planktolyngbya sp.","Cyanobacteria",426,36447834.893617,57252076.8117191,NA
"R-M",2021-07-26,"2021","July","11:00","0-5","Peridinium sp.","Pyrrophyta",3,1200.0119367353,9236366.47580424,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Achnanthidium minutissimum","Bacillariophyta",32,2281554.60992908,78844800.617078,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Cyclotella sp.","Bacillariophyta",12,855582.978723404,569160904.454532,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Nitzschia sp.","Bacillariophyta",6,427791.489361702,43634731.9148936,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Synedra sp.","Bacillariophyta",4,1600.01591564707,1734174.930151,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Synedra tenera","Bacillariophyta",89,6345573.75886525,1335657801.3626,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Chlamydomonas sp.","Chlorophyta",5,356492.907801418,119461819.116785,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Chlorella spp.","Chlorophyta",22,1568568.79432624,6570400.05142317,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Dictyosphaerium sp.","Chlorophyta",6,427791.489361702,8063672.79038298,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Tetraedron sp.","Chlorophyta",3,213895.744680851,7700246.80851064,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Anabaena sp.","Cyanobacteria",18,1283374.46808511,83996591.5664893,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Aphanizomenon sp.","Cyanobacteria",47,3351033.33333333,118435194.10875,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Chroococcus microscopicus","Cyanobacteria",76,5418692.19858156,1452655.7204601,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Cylindrospermopsis sp.","Cyanobacteria",1450,103382943.262411,1948720924.34255,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","cf. Planktolyngbya sp.","Cyanobacteria",285,20320095.7446808,31918704.795266,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Trachelomonas sp.","Euglenophyta",2,800.007957823535,1400744.19478863,NA
"R-WH",2021-07-26,"2021","July","10:30","0-5","Peridinium sp.","Pyrrophyta",3,21791.401734104,63256716.3910318,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Achnanthidium minutissimum","Bacillariophyta",21,1796724.25531915,56445709.5326809,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Cocconeis sp.","Bacillariophyta",4,342233.191489362,129018764.646128,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Nitzschia sp.","Bacillariophyta",6,513349.787234043,39271258.7234043,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Synedra sp.","Bacillariophyta",3,256674.893617021,181432637.783617,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Synedra tenera","Bacillariophyta",7,598908.085106383,114772942.716451,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Chlorella spp.","Chlorophyta",27,2310074.04255319,9676407.34845957,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Monoraphidium minutum","Chlorophyta",1,85558.2978723404,1791927.28675177,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Tetrastrum sp.","Chlorophyta",12,1026699.57446809,34405003.905634,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Anabaena sp.","Cyanobacteria",196,78400.7798667065,5131314.70878013,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Chroococcus microscopicus","Cyanobacteria",78,6673547.23404255,1789060.20309297,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Cylindrospermopsis sp.","Cyanobacteria",2326,199008600.851064,3126017151.73847,NA
"S-MD",2021-07-27,"2021","July","08:00","0-5","Merismopedia sp.","Cyanobacteria",62,5304614.46808511,82884601.0638298,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Achnanthidium minutissimum","Bacillariophyta",19,812803.829787234,28088460.219834,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Cyclotella sp.","Bacillariophyta",7,299454.042553192,60208756.8348596,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Nitzschia spp.","Bacillariophyta",21,898362.127659575,76809961.9148936,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Synedra sp.","Bacillariophyta",1,42779.1489361702,42334282.1495106,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Synedra tenera","Bacillariophyta",26,1112257.87234043,213149750.759123,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Chlamydomonas sp.","Chlorophyta",2,85558.2978723404,49278000.3856738,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Chlorella spp.","Chlorophyta",55,2352853.19148936,9855600.07713475,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Monoraphidium minutum","Chlorophyta",7,299454.042553192,7526094.60435745,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Scenedesmus sp.","Chlorophyta",8,342233.191489362,4300625.48820426,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Anabaenopsis sp.","Cyanobacteria",20,145276.011560694,6161368.47964595,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Aphanocapsa sp.","Cyanobacteria",58,2481190.63829787,1299147.28289504,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Chroococcus microscopicus","Cyanobacteria",160,6844663.82978723,1834933.54163382,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Cylindrospermopsis sp.","Cyanobacteria",716,30629870.6382979,481132476.492851,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Merismopedia sp.","Cyanobacteria",16,116220.809248555,929766.473988439,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","cf. Planktolyngbya sp.","Cyanobacteria",286,12234836.5957447,19218420.1504128,NA
"S-BC",2021-07-27,"2021","July","07:25","0-5","Pseudanabaena sp.","Cyanobacteria",148,6331314.04255319,59671178.648834,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Achnanthidium minutissimum","Bacillariophyta",52,1711165.95744681,53757818.6025532,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Cocconeis placentula","Bacillariophyta",1,32907.0376432079,19151222.8771596,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Cyclotella sp.","Bacillariophyta",6,197442.225859247,22330170.8041375,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Nitzschia spp.","Bacillariophyta",17,559419.639934534,28530401.6366612,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Synedra sp.","Bacillariophyta",1,7263.80057803468,7872859.72399205,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Synedra tenera","Bacillariophyta",9,296163.338788871,53034155.6598265,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Chlorella spp.","Chlorophyta",66,2171864.48445172,9097476.99427823,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Monoraphidium minutum","Chlorophyta",1,7263.80057803468,152132.555052987,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Scenedesmus spp.","Chlorophyta",26,855582.978723404,19599204.6988475,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Plagioselmis nannoplanctica","Cryptophyta",3,21791.401734104,2795435.69909863,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Anabaenopsis sp.","Cyanobacteria",20,658140.752864157,27912713.5051718,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Aphanocapsa sp.","Cyanobacteria",59,1941515.22094926,1016574.13383033,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Chroococcus microscopicus","Cyanobacteria",242,7963503.1096563,2134874.60132396,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Cylindrospermopsis sp.","Cyanobacteria",253,8325480.52373159,130776231.79275,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","Merismopedia sp.","Cyanobacteria",60,1974422.25859247,30850347.7905074,NA
"S-BR",2021-07-27,"2021","July","08:30","0-5","cf. Planktolyngbya sp.","Cyanobacteria",14,460698.52700491,723662.942726678,NA
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Achnanthidium minutissimum","Bacillariophyta",1,4277.91489361702,262069.365687447,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Cyclotella ocellata","Bacillariophyta",7,29945.4042553191,6020875.68348596,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Fragilaria crotonensis","Bacillariophyta",4,17111.6595744681,12579329.5529974,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Nitzschia acicularis","Bacillariophyta",1,4277.91489361702,757190.936170213,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Nitzschia fruticosa","Bacillariophyta",2,800.007957823535,81600.8116980006,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Nitzschia inconspicua","Bacillariophyta",5,21389.5744680851,962530.85106383,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Stephanodiscus parvus","Bacillariophyta",36,154004.936170213,17780398.5027945,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Synedra ulna","Bacillariophyta",1,400.003978911768,1162399.86260121,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Chlamydomonas sp.","Chlorophyta",1,4277.91489361702,5299624.95056837,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Chlorella sp.","Chlorophyta",3,12833.7446808511,839965.915664893,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Scenedesmus communis","Chlorophyta",4,17111.6595744681,2239909.10843972,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Tetraedron sp.","Chlorophyta",1,7263.80057803468,1307484.10404624,"Cannot meet tally in 100 fields."
"A-BHC",2022-01-11,"2022","January","18:10","0-5","Plagioselmis nannoplanctica","Cryptophyta",23,98392.0425531915,8345901.33804638,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Fragilaria crotonensis","Bacillariophyta",2,8555.82978723404,6370301.50440255,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Nitzschia acicularis","Bacillariophyta",1,4277.91489361702,808525.914893617,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Nitzschia fruticosa","Bacillariophyta",2,800.007957823535,81600.8116980006,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Stephanodiscus parvus","Bacillariophyta",3,12833.7446808511,1975599.83364383,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Chlamydomonas sp.","Chlorophyta",2,8555.82978723404,10599249.9011367,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Oocystis sp.","Chlorophyta",4,1600.01591564707,392074.332034139,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Scenedesmus communis","Chlorophyta",4,17111.6595744681,1433541.82940142,"Cannot meet tally in 100 fields."
"A-D",2022-01-11,"2022","January","16:50","0-5","Plagioselmis nannoplanctica","Cryptophyta",17,72724.5531914894,6168709.68464298,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Achnanthidium minutissimum","Bacillariophyta",1,4277.91489361702,282228.547663404,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Cymbella tumida","Bacillariophyta",1,400.003978911768,14897361.6366791,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Nitzschia acicularis","Bacillariophyta",3,12833.7446808511,2656585.14893617,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Nitzschia fruticosa","Bacillariophyta",12,51334.9787234043,5544177.70212766,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Nitzschia inconspicua","Bacillariophyta",4,17111.6595744681,718689.70212766,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Nitzschia sp.","Bacillariophyta",1,7263.80057803468,3541102.78179191,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Staurosirella pinnata","Bacillariophyta",5,21389.5744680851,6551734.14218617,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Stephanodiscus parvus","Bacillariophyta",5,21389.5744680851,2469499.79205479,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Cryptomonas erosa","Cryptophyta",2,8555.82978723404,24191018.3711489,"Cannot meet tally in 100 fields."
"A-M",2022-01-11,"2022","January","17:30","0-5","Plagioselmis nannoplanctica","Cryptophyta",20,85558.2978723404,7257305.51134468,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Cyclotella meneghiniana","Bacillariophyta",1,7263.80057803468,20594944.6402981,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Cyclotella ocellata","Bacillariophyta",3,12833.7446808511,3265787.48010511,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Encyonema minutum","Bacillariophyta",3,12833.7446808511,6947794.49440239,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Navicula cryptotenella","Bacillariophyta",1,4277.91489361702,1461540.69325692,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Nitzschia inconspicua","Bacillariophyta",2,8555.82978723404,462014.808510638,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Stephanodiscus hantzschii","Bacillariophyta",16,68446.6382978723,174175332.272272,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Stephanodiscus medius","Bacillariophyta",27,115503.70212766,1307675736.82542,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Stephanodiscus parvus","Bacillariophyta",19,81280.3829787234,12512132.2797443,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Scenedesmus communis","Chlorophyta",4,1600.01591564707,230385.558353394,"Cannot meet tally in 100 fields."
"B-BC",2022-01-10,"2022","January","15:00","0-5","Plagioselmis nannoplanctica","Cryptophyta",3,12833.7446808511,1088595.8267017,"Cannot meet tally in 100 fields."
"B-D",2022-01-10,"2022","January","17:10","0-5","Aulacoseira granulata","Bacillariophyta",13,5200.05172585298,2201334.01006668,"Cannot meet tally in 100 fields."
"B-D",2022-01-10,"2022","January","17:10","0-5","Stephanodiscus hantzschii","Bacillariophyta",3,12833.7446808511,25803752.9292255,"Cannot meet tally in 100 fields."
"B-D",2022-01-10,"2022","January","17:10","0-5","Stephanodiscus medius","Bacillariophyta",21,89836.2127659574,890078282.193461,"Cannot meet tally in 100 fields."
"B-D",2022-01-10,"2022","January","17:10","0-5","Stephanodiscus parvus","Bacillariophyta",6,25667.4893617021,3951199.66728766,"Cannot meet tally in 100 fields."
"B-D",2022-01-10,"2022","January","17:10","0-5","Plagioselmis nannoplanctica","Cryptophyta",6,25667.4893617021,2177191.6534034,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Achnanthidium minutissimum","Bacillariophyta",2,8555.82978723404,524138.731374894,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Aulacoseira granulata","Bacillariophyta",13,5200.05172585298,2201334.01006668,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Stephanodiscus hantzschii","Bacillariophyta",2,8555.82978723404,19420011.9701723,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Stephanodiscus medius","Bacillariophyta",5,21389.5744680851,242162173.486189,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Stephanodiscus parvus","Bacillariophyta",3,12833.7446808511,1975599.83364383,"Cannot meet tally in 100 fields."
"B-M",2022-01-10,"2022","January",NA,"0-5","Plagioselmis nannoplanctica","Cryptophyta",3,12833.7446808511,1088595.8267017,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Aulacoseira granulata","Bacillariophyta",8,3200.03183129414,1231515.53010723,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Fragilaria capucina","Bacillariophyta",1,4277.91489361702,2056236.56154766,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Staurosirella pinnata","Bacillariophyta",1,4277.91489361702,1007959.09879787,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Stephanodiscus parvus","Bacillariophyta",12,51334.9787234043,7902399.33457532,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Chlamydomonas sp.","Chlorophyta",2,8555.82978723404,10599249.9011367,"Cannot meet tally in 100 fields."
"R-CRS",2022-01-11,"2022","January","10:10","0-5","Plagioselmis nannoplanctica","Cryptophyta",10,42779.1489361702,3628652.75567234,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Achnanthidium minutissimum","Bacillariophyta",2,8555.82978723404,483820.367422979,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Cyclotella ocellata","Bacillariophyta",1,4277.91489361702,860125.097640851,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Fragilaria capucina","Bacillariophyta",1,7263.80057803468,1916870.19366763,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Stephanodiscus medius","Bacillariophyta",1,4277.91489361702,39511996.6728766,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Stephanodiscus parvus","Bacillariophyta",13,55612.8936170213,8560932.6124566,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Chlorella sp.","Chlorophyta",18,77002.4680851064,5039795.49398936,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Cosmarium sp.","Chlorophyta",1,400.003978911768,351861.580030638,"Cannot meet tally in 100 fields."
"R-D",2022-01-11,"2022","January","11:20","0-5","Plagioselmis nannoplanctica","Cryptophyta",7,29945.4042553191,2540056.92897064,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Achnanthidium minutissimum","Bacillariophyta",1,4277.91489361702,282228.547663404,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Aulacoseira granulata","Bacillariophyta",7,50846.6040462428,21524854.8830594,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Bacillaria paradoxa","Bacillariophyta",1,7263.80057803468,19830175.5780347,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Nitzschia sp.","Bacillariophyta",1,4277.91489361702,1257706.9787234,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Stephanodiscus medius","Bacillariophyta",13,55612.8936170213,551000841.357857,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Stephanodiscus parvus","Bacillariophyta",4,17111.6595744681,2634133.11152511,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Chlamydomonas sp.","Chlorophyta",1,4277.91489361702,6585332.77881277,"Cannot meet tally in 100 fields."
"B-MBL",2022-01-10,"2022","January","16:45","0-5","Plagioselmis nannoplanctica","Cryptophyta",7,29945.4042553191,2540056.92897064,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Fragilaria capucina","Bacillariophyta",2,14527.6011560694,3354522.83891835,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Stephanodiscus hantzschii","Bacillariophyta",7,29945.4042553191,76201707.8691191,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Stephanodiscus medius","Bacillariophyta",1,400.003978911768,4528647.03226932,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Stephanodiscus parvus","Bacillariophyta",4,17111.6595744681,2634133.11152511,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Cryptomonas erosa","Cryptophyta",1,4277.91489361702,12095509.1855745,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Plagioselmis nannoplanctica","Cryptophyta",5,21389.5744680851,1814326.37783617,"Cannot meet tally in 100 fields."
"R-M",2022-01-11,"2022","January","12:20","0-5","Glenodinium sp.","Pyrrophyta",3,12833.7446808511,330677781.678955,"Cannot meet tally in 100 fields."
"R-WH",2022-01-11,"2022","January","14:05","0-5","Encyonema minutum","Bacillariophyta",1,400.003978911768,156812.395701489,"Cannot meet tally in 100 fields."
"R-WH",2022-01-11,"2022","January","14:05","0-5","Stephanodiscus medius","Bacillariophyta",1,400.003978911768,3694546.59032169,"Cannot meet tally in 100 fields."
"R-WH",2022-01-11,"2022","January","14:05","0-5","Stephanodiscus parvus","Bacillariophyta",3,12833.7446808511,1975599.83364383,"Cannot meet tally in 100 fields."
"R-WH",2022-01-11,"2022","January","14:05","0-5","Plagioselmis nannoplanctica","Cryptophyta",33,141171.191489362,18109665.1417351,"Cannot meet tally in 100 fields."
