"Sample_Date","Sample_Year","Sample_Month","Sample_Time","Site","Station_ID","Deg_C","mmHg","DO_percent","DO_mg.L","SPC_uS.cm","pH","pH_mV","DEP_m"
2022-10-17,"2022","October","03:46:33PM","BARTLETT Site 4 Main Launch","B-MBL","24.2",713.4,78.4,6.57,581,8.44,-116.7,4.581
2022-10-17,"2022","October","03:47:13PM","BARTLETT Site 4 Main Launch","B-MBL","24",713.4,71.5,6.01,581,8.39,-113.7,5.097
2022-10-17,"2022","October","03:47:41PM","BARTLETT Site 4 Main Launch","B-MBL","24",713.4,69.7,5.86,581,8.36,-112.3,6.024
2022-10-17,"2022","October","03:48:10PM","BARTLETT Site 4 Main Launch","B-MBL","24",713.4,69.3,5.82,581,8.36,-111.9,7.021
2022-10-17,"2022","October","03:49:37PM","BARTLETT Site 4 Main Launch","B-MBL","24.8",713.4,86.1,7.12,581,8.48,-119.2,0.081
2022-11-07,"2022","November","04:29:54PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,74.1,6.8,587,8.29,-109.4,0.207
2022-11-07,"2022","November","04:31:22PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,73.7,6.77,587,8.25,-107.3,0.555
2022-11-07,"2022","November","04:32:18PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,73.6,6.76,587,8.24,-107,1.005
2022-11-07,"2022","November","04:32:40PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,73.4,6.74,587,8.24,-106.9,1.544
2022-11-07,"2022","November","04:33:19PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,67.8,6.23,587,8.2,-104.4,1.491
2022-11-07,"2022","November","04:33:35PM","BARTLETT Site 1 Dam","B-D","19.3",712.2,65.7,6.05,587,8.18,-103.6,2.115
2022-11-07,"2022","November","04:34:07PM","BARTLETT Site 1 Dam","B-D","19.3",712.2,62.5,5.76,587,8.15,-101.8,2.544
2022-11-07,"2022","November","04:34:22PM","BARTLETT Site 1 Dam","B-D","19.3",712.2,62.2,5.73,587,8.15,-101.8,3.134
2022-11-07,"2022","November","04:34:49PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,60.7,5.6,588,8.13,-101.1,3.58
2022-11-07,"2022","November","04:35:16PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,60.2,5.55,588,8.13,-100.7,4.938
2022-11-07,"2022","November","04:35:56PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.6,5.49,588,8.12,-100.3,5.627
2022-11-07,"2022","November","04:36:17PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59,5.44,588,8.11,-100,6.136
2022-11-07,"2022","November","04:36:30PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.6,5.41,588,8.11,-99.8,7.166
2022-11-07,"2022","November","04:36:45PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.3,5.38,588,8.11,-99.6,8.047
2022-11-07,"2022","November","04:37:04PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.2,5.37,588,8.11,-99.5,9.058
2022-11-07,"2022","November","04:37:17PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.1,5.35,588,8.1,-99.5,10.022
2022-11-07,"2022","November","04:37:37PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.4,5.38,588,8.11,-99.6,11.04
2022-11-07,"2022","November","04:37:50PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.6,5.4,588,8.11,-99.7,12.015
2022-11-07,"2022","November","04:38:06PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.8,5.42,588,8.11,-99.7,13.133
2022-11-07,"2022","November","04:38:24PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.3,5.47,588,8.11,-99.9,14.012
2022-11-07,"2022","November","04:38:42PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.5,5.49,588,8.11,-100,15.016
2022-11-07,"2022","November","04:39:00PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.8,5.52,588,8.12,-100,16.206
2022-11-07,"2022","November","04:39:20PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.9,5.53,588,8.11,-100,17.13
2022-11-07,"2022","November","04:39:35PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.8,5.52,588,8.11,-99.9,18.074
2022-11-07,"2022","November","04:39:48PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,59.6,5.5,588,8.11,-99.8,19.049
2022-11-07,"2022","November","04:40:02PM","BARTLETT Site 1 Dam","B-D","19.2",712.2,58.7,5.42,588,8.1,-99.4,20.14
2022-11-07,"2022","November","04:40:22PM","BARTLETT Site 1 Dam","B-D","19.1",712.2,57.3,5.3,589,8.1,-99,21.135
2022-11-07,"2022","November","04:40:45PM","BARTLETT Site 1 Dam","B-D","19",712.2,57.6,5.33,589,8.11,-99.4,22.114
2022-11-07,"2022","November","04:40:58PM","BARTLETT Site 1 Dam","B-D","19",712.2,57.8,5.36,589,8.11,-99.6,22.983
2022-11-07,"2022","November","04:41:10PM","BARTLETT Site 1 Dam","B-D","18.9",712.2,58.7,5.44,589,8.12,-100.2,24.051
2022-11-07,"2022","November","04:41:25PM","BARTLETT Site 1 Dam","B-D","18.8",712.2,60.6,5.64,589,8.14,-101.3,26.185
2022-11-07,"2022","November","04:41:41PM","BARTLETT Site 1 Dam","B-D","18.6",712.2,63,5.89,590,8.17,-102.6,28.368
2022-11-07,"2022","November","04:41:55PM","BARTLETT Site 1 Dam","B-D","18.5",712.2,63.5,5.94,591,8.17,-102.8,29.745
2022-11-07,"2022","November","04:43:47PM","BARTLETT Site 1 Dam","B-D","19.4",712.2,71.1,6.54,587,8.2,-104.8,0.084
2022-11-07,"2022","November","04:56:36PM","BARTLETT Site 2 Marina","B-M","19.6",712.3,85.4,7.82,584,8.36,-113.2,0.138
2022-11-07,"2022","November","04:57:08PM","BARTLETT Site 2 Marina","B-M","19.5",712.2,82.9,7.6,585,8.33,-111.4,0.587
2022-11-07,"2022","November","04:57:30PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,75.1,6.91,585,8.26,-107.8,1.122
2022-11-07,"2022","November","04:57:59PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,71.3,6.57,586,8.23,-106.3,1.583
2022-11-07,"2022","November","04:58:25PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,70.5,6.5,586,8.23,-106.1,2.195
2022-11-07,"2022","November","04:58:42PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,70.1,6.46,586,8.22,-105.9,2.566
2022-11-07,"2022","November","04:58:56PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,69.7,6.42,586,8.22,-105.7,3.093
2022-11-07,"2022","November","04:59:28PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,68.9,6.35,586,8.21,-105.2,3.574
2022-11-07,"2022","November","04:59:44PM","BARTLETT Site 2 Marina","B-M","19.3",712.2,68.5,6.32,586,8.21,-105.1,4.01
2022-11-07,"2022","November","05:00:05PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,68.1,6.27,586,8.2,-104.8,4.619
2022-11-07,"2022","November","05:00:26PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,67.4,6.22,586,8.2,-104.6,5.089
2022-11-07,"2022","November","05:00:44PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,67.1,6.19,586,8.2,-104.4,6.012
2022-11-07,"2022","November","05:00:57PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,66.9,6.17,586,8.19,-104.2,6.92
2022-11-07,"2022","November","05:01:13PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,66.7,6.15,586,8.19,-104.1,8.028
2022-11-07,"2022","November","05:01:25PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,66.6,6.14,586,8.19,-104,8.945
2022-11-07,"2022","November","05:01:42PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,66.4,6.12,586,8.19,-104,9.104
2022-11-07,"2022","November","05:02:09PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,65.9,6.07,586,8.19,-103.8,9.968
2022-11-07,"2022","November","05:02:22PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,65,5.99,586,8.18,-103.4,11.12
2022-11-07,"2022","November","05:02:34PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.2,5.92,587,8.17,-103.1,12.061
2022-11-07,"2022","November","05:02:52PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.1,5.91,586,8.17,-103.1,13.12
2022-11-07,"2022","November","05:03:10PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.1,5.91,587,8.17,-103.1,14.067
2022-11-07,"2022","November","05:03:25PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.2,5.92,586,8.17,-103.2,15.016
2022-11-07,"2022","November","05:03:43PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.2,5.93,586,8.17,-103.2,16.06
2022-11-07,"2022","November","05:04:02PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.4,5.95,586,8.18,-103.2,17.132
2022-11-07,"2022","November","05:04:19PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.8,5.99,586,8.18,-103.4,18.156
2022-11-07,"2022","November","05:04:33PM","BARTLETT Site 2 Marina","B-M","19.2",712.2,64.9,5.99,586,8.18,-103.4,19.141
2022-11-07,"2022","November","05:04:47PM","BARTLETT Site 2 Marina","B-M","19.1",712.2,65.3,6.03,586,8.18,-103.6,20.191
2022-11-07,"2022","November","05:05:51PM","BARTLETT Site 2 Marina","B-M","19.1",712.2,65,6,586,8.18,-103.3,22.139
2022-11-07,"2022","November","05:06:30PM","BARTLETT Site 2 Marina","B-M","19.1",712.2,63.5,5.88,586,8.16,-102.6,24.089
2022-11-07,"2022","November","05:06:46PM","BARTLETT Site 2 Marina","B-M","19",712.2,64.5,5.97,586,8.17,-103.2,24.67
2022-11-07,"2022","November","05:08:13PM","BARTLETT Site 2 Marina","B-M","19.5",712.2,81.7,7.49,584,8.32,-111.2,0.223
2022-11-07,"2022","November","04:01:57PM","BARTLETT Site 3 Boaters Camp","B-BC","19.2",712.2,102.2,9.43,581,8.44,-117.3,0.137
2022-11-07,"2022","November","04:02:17PM","BARTLETT Site 3 Boaters Camp","B-BC","19.2",712.2,102.3,9.44,581,8.43,-117,0.263
2022-11-07,"2022","November","04:03:34PM","BARTLETT Site 3 Boaters Camp","B-BC","19.2",712.2,102.3,9.44,581,8.49,-120.2,0.634
2022-11-07,"2022","November","04:04:00PM","BARTLETT Site 3 Boaters Camp","B-BC","19.1",712.2,101.9,9.41,581,8.48,-119.8,1.094
2022-11-07,"2022","November","04:04:37PM","BARTLETT Site 3 Boaters Camp","B-BC","19.1",712.2,101.8,9.4,581,8.49,-120,1.63
2022-11-07,"2022","November","04:04:55PM","BARTLETT Site 3 Boaters Camp","B-BC","19.1",712.2,101.5,9.38,581,8.48,-119.9,2.054
2022-11-07,"2022","November","04:05:27PM","BARTLETT Site 3 Boaters Camp","B-BC","18.9",712.2,97.8,9.08,581,8.46,-118.6,2.551
2022-11-07,"2022","November","04:05:48PM","BARTLETT Site 3 Boaters Camp","B-BC","18.7",712.2,96,8.94,581,8.46,-118.3,3.145
2022-11-07,"2022","November","04:06:13PM","BARTLETT Site 3 Boaters Camp","B-BC","18.6",712.2,92.5,8.64,582,8.43,-116.8,3.595
2022-11-07,"2022","November","04:06:51PM","BARTLETT Site 3 Boaters Camp","B-BC","18.7",712.2,92.7,8.65,581,8.43,-116.7,4.034
2022-11-07,"2022","November","04:07:16PM","BARTLETT Site 3 Boaters Camp","B-BC","18.6",712.2,91.8,8.57,582,8.42,-116.2,4.555
2022-11-07,"2022","November","04:07:33PM","BARTLETT Site 3 Boaters Camp","B-BC","18.6",712.2,90.5,8.46,582,8.41,-115.7,5.132
2022-11-07,"2022","November","04:08:04PM","BARTLETT Site 3 Boaters Camp","B-BC","18.5",712.2,89.3,8.36,582,8.41,-115.6,6.114
2022-11-07,"2022","November","04:08:21PM","BARTLETT Site 3 Boaters Camp","B-BC","18.4",712.2,89.8,8.42,582,8.42,-116.1,7.028
2022-11-07,"2022","November","04:08:58PM","BARTLETT Site 3 Boaters Camp","B-BC","18.4",712.2,91.7,8.6,582,8.44,-117.3,8.123
2022-11-07,"2022","November","04:09:22PM","BARTLETT Site 3 Boaters Camp","B-BC","18.3",712.2,91.3,8.57,582,8.44,-117,9.072
2022-11-07,"2022","November","04:09:37PM","BARTLETT Site 3 Boaters Camp","B-BC","17.5",712.2,90.5,8.64,593,8.44,-116.9,10.034
2022-11-07,"2022","November","04:10:05PM","BARTLETT Site 3 Boaters Camp","B-BC","16.5",712.2,93,9.07,613,8.4,-114.7,10.259
2022-11-07,"2022","November","04:10:46PM","BARTLETT Site 3 Boaters Camp","B-BC","19.2",712.2,100.9,9.31,581,8.48,-119.7,0.181
2022-11-07,"2022","November","05:21:41PM","BARTLETT Site 4 Main Launch","B-MBL","19.9",712.2,91.4,8.32,584,8.42,-116.7,0.025
2022-11-07,"2022","November","05:21:57PM","BARTLETT Site 4 Main Launch","B-MBL","19.8",712.2,89.5,8.16,584,8.41,-116.2,0.517
2022-11-07,"2022","November","05:22:13PM","BARTLETT Site 4 Main Launch","B-MBL","19.7",712.2,88,8.03,584,8.4,-115.6,1.037
2022-11-07,"2022","November","05:22:30PM","BARTLETT Site 4 Main Launch","B-MBL","19.4",712.2,81.2,7.46,585,8.36,-113.5,1.524
2022-11-07,"2022","November","05:22:51PM","BARTLETT Site 4 Main Launch","B-MBL","19.3",712.2,77.1,7.1,585,8.32,-111.2,2.136
2022-11-07,"2022","November","05:23:09PM","BARTLETT Site 4 Main Launch","B-MBL","19.3",712.2,73.6,6.78,585,8.29,-109.7,2.537
2022-11-07,"2022","November","05:23:39PM","BARTLETT Site 4 Main Launch","B-MBL","19.3",712.2,69.6,6.41,586,8.26,-108,3.126
2022-11-07,"2022","November","05:24:09PM","BARTLETT Site 4 Main Launch","B-MBL","19.3",712.2,68.7,6.33,586,8.26,-107.7,3.512
2022-11-07,"2022","November","05:24:23PM","BARTLETT Site 4 Main Launch","B-MBL","19.3",712.2,68.2,6.28,586,8.25,-107.4,4.144
2022-11-07,"2022","November","05:24:44PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,67.1,6.18,586,8.24,-106.8,4.699
2022-11-07,"2022","November","05:25:03PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,67,6.18,586,8.24,-106.7,6.028
2022-11-07,"2022","November","05:25:21PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,67,6.18,586,8.24,-106.6,7.062
2022-11-07,"2022","November","05:25:36PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,67,6.17,586,8.24,-106.5,8.069
2022-11-07,"2022","November","05:25:49PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,67.1,6.18,586,8.24,-106.5,9.089
2022-11-07,"2022","November","05:26:20PM","BARTLETT Site 4 Main Launch","B-MBL","19.2",712.2,68.3,6.3,586,8.24,-107,9.596
2022-11-07,"2022","November","05:26:54PM","BARTLETT Site 4 Main Launch","B-MBL","19.9",712.2,88.7,8.07,584,8.41,-116.2,0.099
2022-12-12,"2022","December","03:29:51PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,76.3,7.87,597,8.39,-103.8,0.252
2022-12-12,"2022","December","03:31:22PM","BARTLETT Site 1 Dam","B-D","13.9",710.4,72.5,7.48,597,8.37,-102.8,0.622
2022-12-12,"2022","December","03:32:03PM","BARTLETT Site 1 Dam","B-D","13.9",710.4,72.2,7.45,597,8.37,-102.9,1.115
2022-12-12,"2022","December","03:33:36PM","BARTLETT Site 1 Dam","B-D","13.9",710.4,71.9,7.42,597,8.38,-103.6,1.574
2022-12-12,"2022","December","03:34:03PM","BARTLETT Site 1 Dam","B-D","13.9",710.4,71.7,7.4,597,8.39,-103.6,2.063
2022-12-12,"2022","December","03:35:41PM","BARTLETT Site 1 Dam","B-D","13.9",710.4,71.3,7.36,597,8.39,-104.1,3.18
2022-12-12,"2022","December","03:36:05PM","BARTLETT Site 1 Dam","B-D","13.9",710.5,71.6,7.39,597,8.4,-104.2,3.579
2022-12-12,"2022","December","03:36:37PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,71.1,7.35,597,8.39,-104.1,4.029
2022-12-12,"2022","December","03:36:59PM","BARTLETT Site 1 Dam","B-D","13.8",710.5,71.1,7.35,597,8.4,-104.2,4.15
2022-12-12,"2022","December","03:37:32PM","BARTLETT Site 1 Dam","B-D","13.8",710.5,71,7.33,597,8.4,-104.2,4.517
2022-12-12,"2022","December","03:38:11PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,70.7,7.3,597,8.39,-104,5.021
2022-12-12,"2022","December","03:38:50PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,70.1,7.24,597,8.39,-103.7,6.031
2022-12-12,"2022","December","03:38:59PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,69.8,7.21,598,8.38,-103.5,7.069
2022-12-12,"2022","December","03:39:18PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,69.2,7.15,598,8.37,-103,8.006
2022-12-12,"2022","December","03:39:38PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.8,7.12,598,8.37,-102.8,9.041
2022-12-12,"2022","December","03:39:48PM","BARTLETT Site 1 Dam","B-D","13.8",710.3,68.7,7.1,598,8.37,-102.8,10.078
2022-12-12,"2022","December","03:39:54PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.6,7.1,598,8.37,-102.7,11.024
2022-12-12,"2022","December","03:40:02PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.6,7.09,598,8.37,-102.5,12.005
2022-12-12,"2022","December","03:40:26PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.5,7.09,598,8.36,-102.5,13.1
2022-12-12,"2022","December","03:41:46PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.4,7.08,598,8.38,-103.5,14.02
2022-12-12,"2022","December","03:42:16PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.4,7.08,598,8.37,-102.9,15.065
2022-12-12,"2022","December","03:42:49PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,68.5,7.08,598,8.37,-102.7,16.09
2022-12-12,"2022","December","03:43:07PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68.5,7.09,598,8.37,-102.7,17.103
2022-12-12,"2022","December","03:43:38PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68.5,7.09,598,8.37,-102.5,18.045
2022-12-12,"2022","December","03:44:06PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68.4,7.08,597,8.36,-102.4,19.048
2022-12-12,"2022","December","03:44:20PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68.4,7.08,598,8.36,-102.3,20.146
2022-12-12,"2022","December","03:44:46PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68.3,7.06,598,8.36,-102.3,21.091
2022-12-12,"2022","December","03:45:01PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,68,7.03,598,8.36,-102,21.146
2022-12-12,"2022","December","03:45:11PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,66.9,6.92,599,8.34,-101.4,22.112
2022-12-12,"2022","December","03:45:21PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,66,6.84,599,8.34,-101,22.096
2022-12-12,"2022","December","03:45:59PM","BARTLETT Site 1 Dam","B-D","13.7",710.4,65.3,6.77,600,8.33,-100.9,24.023
2022-12-12,"2022","December","03:46:41PM","BARTLETT Site 1 Dam","B-D","13.6",710.4,59.3,6.16,604,8.27,-97.7,26.022
2022-12-12,"2022","December","03:47:17PM","BARTLETT Site 1 Dam","B-D","13.4",710.4,51.4,5.36,607,8.22,-94.8,28.389
2022-12-12,"2022","December","03:47:29PM","BARTLETT Site 1 Dam","B-D","13.4",710.4,49.3,5.14,607,8.19,-93.2,29.462
2022-12-12,"2022","December","03:49:21PM","BARTLETT Site 1 Dam","B-D","13.8",710.4,70.7,7.3,597,8.38,-103.3,0.057
2022-12-12,"2022","December","03:57:04PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,76.3,7.88,596,8.42,-105.6,0.083
2022-12-12,"2022","December","03:57:26PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,75.8,7.83,597,8.43,-105.8,0.525
2022-12-12,"2022","December","03:57:39PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,75.7,7.81,597,8.43,-105.9,1.157
2022-12-12,"2022","December","03:57:57PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,75.3,7.77,597,8.43,-105.9,1.558
2022-12-12,"2022","December","03:58:30PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,74.9,7.74,597,8.44,-106.3,2.145
2022-12-12,"2022","December","03:59:02PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,74.9,7.74,597,8.45,-107.1,2.535
2022-12-12,"2022","December","03:59:43PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,74,7.64,597,8.46,-107.7,3.02
2022-12-12,"2022","December","04:00:36PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,73.7,7.61,597,8.47,-108.1,3.509
2022-12-12,"2022","December","04:00:48PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,73.7,7.61,597,8.47,-108.2,4.08
2022-12-12,"2022","December","04:01:24PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.4,7.48,597,8.47,-107.9,4.507
2022-12-12,"2022","December","04:01:49PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.2,7.46,597,8.47,-108,5.091
2022-12-12,"2022","December","04:02:07PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.2,7.46,597,8.47,-108,6.048
2022-12-12,"2022","December","04:02:31PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.2,7.46,597,8.47,-108.1,7.026
2022-12-12,"2022","December","04:02:45PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,72.1,7.45,597,8.47,-108.1,8.038
2022-12-12,"2022","December","04:02:55PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.1,7.45,597,8.47,-108.1,9.016
2022-12-12,"2022","December","04:03:12PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,72.1,7.45,597,8.47,-108,10.11
2022-12-12,"2022","December","04:03:30PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,72,7.45,597,8.47,-108,11.065
2022-12-12,"2022","December","04:03:42PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,72,7.44,597,8.47,-107.9,12.094
2022-12-12,"2022","December","04:03:54PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.8,7.42,597,8.46,-107.7,13.101
2022-12-12,"2022","December","04:04:12PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.6,7.4,597,8.46,-107.6,14.098
2022-12-12,"2022","December","04:04:36PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.4,7.39,597,8.46,-107.4,15.05
2022-12-12,"2022","December","04:04:51PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.4,7.38,596,8.46,-107.4,16.122
2022-12-12,"2022","December","04:05:00PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.4,7.39,596,8.46,-107.4,16.173
2022-12-12,"2022","December","04:05:09PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,71.4,7.39,596,8.46,-107.4,17.208
2022-12-12,"2022","December","04:05:20PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,71.4,7.39,596,8.46,-107.3,18.113
2022-12-12,"2022","December","04:05:33PM","BARTLETT Site 2 Marina","B-M","13.8",710.5,71.4,7.39,596,8.45,-107.2,19.096
2022-12-12,"2022","December","04:05:47PM","BARTLETT Site 2 Marina","B-M","13.7",710.4,71.2,7.37,597,8.45,-107,20.069
2022-12-12,"2022","December","04:05:56PM","BARTLETT Site 2 Marina","B-M","13.7",710.6,70.9,7.34,597,8.44,-106.7,21.197
2022-12-12,"2022","December","04:06:07PM","BARTLETT Site 2 Marina","B-M","13.7",710.4,70.1,7.26,598,8.43,-106.2,22.032
2022-12-12,"2022","December","04:06:30PM","BARTLETT Site 2 Marina","B-M","13.6",710.4,68.7,7.13,600,8.42,-105.6,24.066
2022-12-12,"2022","December","04:07:12PM","BARTLETT Site 2 Marina","B-M","13.5",710.4,65.2,6.78,603,8.39,-103.6,26.038
2022-12-12,"2022","December","04:07:40PM","BARTLETT Site 2 Marina","B-M","13.5",710.4,61.3,6.38,604,8.35,-101.7,28.016
2022-12-12,"2022","December","04:08:06PM","BARTLETT Site 2 Marina","B-M","13.5",710.5,60.1,6.25,604,8.3,-99.2,28.329
2022-12-12,"2022","December","04:10:00PM","BARTLETT Site 2 Marina","B-M","13.8",710.4,73.5,7.59,597,8.46,-107.6,0.152
2022-12-12,"2022","December","02:33:23PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.3,92.8,9.62,595,8.2,-93.8,0.145
2022-12-12,"2022","December","02:33:57PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.3,92.5,9.59,593,8.22,-94.5,0.574
2022-12-12,"2022","December","02:34:07PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.1,92.7,9.61,593,8.22,-94.6,0.559
2022-12-12,"2022","December","02:34:41PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.2,92.8,9.63,593,8.22,-94.6,1.136
2022-12-12,"2022","December","02:35:44PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.1,92.8,9.63,593,8.22,-94.6,1.487
2022-12-12,"2022","December","02:36:41PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.2,93.3,9.68,593,8.26,-96.7,1.533
2022-12-12,"2022","December","02:37:28PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.1,92.5,9.6,593,8.27,-97.2,2.068
2022-12-12,"2022","December","02:45:02PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.1,93.2,9.68,593,8.35,-101.8,2.554
2022-12-12,"2022","December","02:45:23PM","BARTLETT Site 3 Boaters Camp","B-BC","13.6",710.1,92,9.55,593,8.32,-100.1,3.028
2022-12-12,"2022","December","02:45:37PM","BARTLETT Site 3 Boaters Camp","B-BC","13.5",710.1,91.1,9.47,593,8.31,-99.5,3.548
2022-12-12,"2022","December","02:45:54PM","BARTLETT Site 3 Boaters Camp","B-BC","13.5",710.1,89.9,9.35,594,8.3,-98.8,4.142
2022-12-12,"2022","December","02:46:22PM","BARTLETT Site 3 Boaters Camp","B-BC","13.5",710.1,88.5,9.21,594,8.29,-98.3,5.077
2022-12-12,"2022","December","02:46:48PM","BARTLETT Site 3 Boaters Camp","B-BC","13.5",710.1,88.1,9.17,594,8.29,-98.3,6.104
2022-12-12,"2022","December","02:47:02PM","BARTLETT Site 3 Boaters Camp","B-BC","13.4",710.1,87.4,9.1,594,8.28,-98.1,7.037
2022-12-12,"2022","December","02:47:12PM","BARTLETT Site 3 Boaters Camp","B-BC","13.4",710.1,87.2,9.08,594,8.28,-98.1,8.12
2022-12-12,"2022","December","02:47:36PM","BARTLETT Site 3 Boaters Camp","B-BC","13.2",710.1,87.1,9.11,596,8.29,-98.4,10.112
2022-12-12,"2022","December","02:47:54PM","BARTLETT Site 3 Boaters Camp","B-BC","12.9",710,86.1,9.09,601,8.28,-97.8,11.104
2022-12-12,"2022","December","02:48:04PM","BARTLETT Site 3 Boaters Camp","B-BC","12.5",710.1,85.3,9.07,606,8.28,-97.5,11.925
2022-12-12,"2022","December","04:27:46PM","BARTLETT Site 4 Main Launch","B-MBL","13.8",710.5,81,8.37,595,8.49,-108.9,0.238
